,title,issue,year,metaChar,alias,publisher,keep,firstName,lastName
4386,Green Lantern Corps,20,2011,Saint Walker,,DC,1,null,null
4387,Green Lantern Corps,20,2011,Salaak,,DC,1,null,null
4388,Green Lantern,38,1990,Arisia,,DC,1,null,null
4389,Green Lantern,38,1990,Carol Ferris,,DC,1,null,null
4390,Green Lantern,38,1990,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
4391,Green Lantern,38,1990,Tom 'Pieface' Kalmaku,,DC,1,null,null
4392,Green Lantern,38,1990,Professor Zoom,,DC,1,null,null
4393,Green Lantern,38,1990,Adam Strange,,DC,1,null,null
4394,Wonder Woman Archives,None,1998,Wonder Woman,,DC,1,null,null
4395,Green Lantern Corps: Edge of Oblivion,5,2016,Green Lantern,Gardner,DC,1,,Gardner
4396,Green Lantern Corps: Edge of Oblivion,5,2016,Green Lantern,Stewart,DC,1,,Stewart
4397,Green Lantern Corps: Edge of Oblivion,5,2016,Green Lantern,Baz,DC,1,,Baz
4398,Green Lantern Corps: Edge of Oblivion,5,2016,Iolande,,DC,1,null,null
4399,Green Lantern Corps: Edge of Oblivion,5,2016,Kilowog,,DC,1,null,null
4400,Green Lantern Corps: Edge of Oblivion,5,2016,Mogo,,DC,1,null,null
4401,Green Lantern Corps: Edge of Oblivion,5,2016,Salaak,,DC,1,null,null
4402,Green Lantern Corps: Edge of Oblivion,5,2016,Stel,,DC,1,null,null
4403,Green Lantern Corps: Edge of Oblivion,5,2016,Tomar-Tu,,DC,1,null,null
4404,Green Lantern,161,1960,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
4405,Green Arrow,90,1988,Batman,,DC,1,null,null
4406,Green Arrow,90,1988,Green Arrow,Oliver Queen,DC,1,Oliver,Queen
4407,Green Arrow,66,1988,Green Arrow,Oliver Queen,DC,1,Oliver,Queen
4408,Green Arrow,66,1988,Shado,,DC,1,null,null
4409,Green Arrow,6,2016,Green Arrow,O. Queen,DC,1,O.,Queen
4410,Green Arrow,6,2016,Shado,,DC,1,null,null
4411,Green Arrow,67,1988,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
4412,Green Arrow,67,1988,Green Arrow,Oliver Queen,DC,1,Oliver,Queen
4413,Wonder Woman,25,2011,Artemis,Olympians,DC,1,,Olympians
4414,Wonder Woman,25,2011,Hephaestus,,DC,1,null,null
4415,Wonder Woman,25,2011,Hera,,DC,1,null,null
4416,Wonder Woman,25,2011,Hermes,,DC,1,null,null
4417,Wonder Woman,25,2011,Wonder Woman,,DC,1,null,null
4418,Wonder Woman,25,2011,Zola,,DC,1,null,null
4419,Supergirl,37,2011,Supergirl,,DC,1,null,null
4420,All-Flash,13,1941,Flash,Jay Garrick,DC,1,Jay,Garrick
4421,FCBD 2016 - Suicide Squad Special Edition,1,2016,Batman,Wayne,DC,1,,Wayne
4422,FCBD 2016 - Suicide Squad Special Edition,1,2016,Black Canary,,DC,1,null,null
4423,FCBD 2016 - Suicide Squad Special Edition,1,2016,Deadshot,,DC,1,null,null
4424,FCBD 2016 - Suicide Squad Special Edition,1,2016,Harley Quinn,,DC,1,null,null
4425,FCBD 2016 - Suicide Squad Special Edition,1,2016,Pandora,,DC,1,null,null
4426,FCBD 2016 - Suicide Squad Special Edition,1,2016,Savant,,DC,1,null,null
4427,FCBD 2016 - Suicide Squad Special Edition,1,2016,Amanda Waller,,DC,1,null,null
4428,Wonder Woman 75th Anniversary Box Set,None,2016,Aphrodite,,DC,1,null,null
4429,Wonder Woman 75th Anniversary Box Set,None,2016,Ares,,DC,1,null,null
4430,Wonder Woman 75th Anniversary Box Set,None,2016,Artemis,Olympians,DC,1,,Olympians
4431,Wonder Woman 75th Anniversary Box Set,None,2016,Artemis,Amazons,DC,1,,Amazons
4432,Wonder Woman 75th Anniversary Box Set,None,2016,Pallas Athena,,DC,1,null,null
4433,Wonder Woman 75th Anniversary Box Set,None,2016,Etta Candy-Trevor,,DC,1,null,null
4434,Wonder Woman 75th Anniversary Box Set,None,2016,Cheetah,Barbara Minerva,DC,1,Barbara,Minerva
4435,Wonder Woman 75th Anniversary Box Set,None,2016,Cheetah,Sebastian Ballesteros,DC,1,Sebastian,Ballesteros
4436,Wonder Woman 75th Anniversary Box Set,None,2016,Daphne,,DC,1,null,null
4437,Wonder Woman 75th Anniversary Box Set,None,2016,Flash,Wally West,DC,1,Wally,West
4438,Wonder Woman 75th Anniversary Box Set,None,2016,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
4439,Wonder Woman 75th Anniversary Box Set,None,2016,Hephaestus,,DC,1,null,null
4440,Wonder Woman 75th Anniversary Box Set,None,2016,Hera,,DC,1,null,null
4441,Wonder Woman 75th Anniversary Box Set,None,2016,Hera,,DC,1,null,null
4442,Wonder Woman 75th Anniversary Box Set,None,2016,Hermes,,DC,1,null,null
4443,Wonder Woman 75th Anniversary Box Set,None,2016,Hermes,,DC,1,null,null
4444,Wonder Woman 75th Anniversary Box Set,None,2016,Hippolyta,,DC,1,null,null
4445,Wonder Woman 75th Anniversary Box Set,None,2016,Hippolyta,,DC,1,null,null
4446,Wonder Woman 75th Anniversary Box Set,None,2016,Julia Kapatelis,,DC,1,null,null
4447,Wonder Woman 75th Anniversary Box Set,None,2016,Vanessa Kapatelis,,DC,1,null,null
4448,Wonder Woman 75th Anniversary Box Set,None,2016,Lois Joanne Lane,,DC,1,null,null
4449,Wonder Woman 75th Anniversary Box Set,None,2016,Martian Manhunter,,DC,1,null,null
4450,Wonder Woman 75th Anniversary Box Set,None,2016,Pandora,,DC,1,null,null
4451,Wonder Woman 75th Anniversary Box Set,None,2016,Phillipus,,DC,1,null,null
4452,Wonder Woman 75th Anniversary Box Set,None,2016,Plastic Man,,DC,1,null,null
4453,Wonder Woman 75th Anniversary Box Set,None,2016,Superman,Clark Kent,DC,1,Clark,Kent
4454,Wonder Woman 75th Anniversary Box Set,None,2016,Steve Trevor,,DC,1,null,null
4455,Wonder Woman 75th Anniversary Box Set,None,2016,Donna Troy,,DC,1,null,null
4456,Wonder Woman 75th Anniversary Box Set,None,2016,Wonder Girl,Cassie Sandsmark,DC,1,Cassie,Sandsmark
4457,Wonder Woman 75th Anniversary Box Set,None,2016,Wonder Woman,Diana,DC,1,,Diana
4458,Wonder Woman 75th Anniversary Box Set,None,2016,Wonder Woman,,DC,1,null,null
4459,Wonder Woman 75th Anniversary Box Set,None,2016,Zeus,,DC,1,null,null
4460,Wonder Woman 75th Anniversary Box Set,None,2016,Zeus,,DC,1,null,null
4461,Wonder Woman 75th Anniversary Box Set,None,2016,Zola,,DC,1,null,null
4462,Green Lantern,None,2011,Black Hand,,DC,1,null,null
4463,Green Lantern,None,2011,Green Lantern,Jordan,DC,1,,Jordan
4464,Green Lantern,None,2011,Salaak,,DC,1,null,null
4465,Green Lantern,None,2011,Vath Sarn,,DC,1,null,null
4466,Green Lantern,None,2011,Voz,,DC,1,null,null
4467,Justice League of America,202,1960,Aquaman,,DC,1,null,null
4468,Justice League of America,202,1960,Atom,Ray Palmer,DC,1,Ray,Palmer
4469,Justice League of America,202,1960,Batman,,DC,1,null,null
4470,Justice League of America,202,1960,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
4471,Justice League of America,202,1960,Elongated Man,,DC,1,null,null
4472,Justice League of America,202,1960,Firestorm,Martin Stein/Ronnie Raymond,DC,1,Martin Stein/Ronnie,Raymond
4473,Justice League of America,202,1960,Flash,Barry Allen,DC,1,Barry,Allen
4474,Justice League of America,202,1960,Green Arrow,,DC,1,null,null
4475,Justice League of America,202,1960,Hawkman,Katar Hol,DC,1,Katar,Hol
4476,Justice League of America,202,1960,Red Tornado,Android,DC,1,,Android
4477,Justice League of America,202,1960,Superman,,DC,1,null,null
4478,Justice League of America,202,1960,Wonder Woman,,DC,1,null,null
4479,Justice League of America,202,1960,Zatanna,,DC,1,null,null
4480,Wonder Woman,33,2011,Artemis,Olympians,DC,1,,Olympians
4481,Wonder Woman,33,2011,Hera,,DC,1,null,null
4482,Wonder Woman,33,2011,Hermes,,DC,1,null,null
4483,Wonder Woman,33,2011,Hippolyta,,DC,1,null,null
4484,Wonder Woman,33,2011,Wonder Woman,,DC,1,null,null
4485,Wonder Woman,33,2011,Zola,,DC,1,null,null
4486,Wonder Woman,48,1987,Circe,Wonder Woman Villain,DC,1,Wonder Woman,Villain
4487,Wonder Woman,48,1987,Hippolyta,,DC,1,null,null
4488,Wonder Woman,48,1987,Julia Kapatelis,,DC,1,null,null
4489,Wonder Woman,48,1987,Vanessa Kapatelis,,DC,1,null,null
4490,Wonder Woman,48,1987,Phillipus,,DC,1,null,null
4491,Wonder Woman,48,1987,Wonder Woman,Diana,DC,1,,Diana
4492,Justice League of America,112,1960,Amazo,,DC,1,null,null
4493,Justice League of America,112,1960,Aquaman,,DC,1,null,null
4494,Justice League of America,112,1960,Atom,Ray Palmer,DC,1,Ray,Palmer
4495,Justice League of America,112,1960,Batman,,DC,1,null,null
4496,Justice League of America,112,1960,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
4497,Justice League of America,112,1960,Elongated Man,,DC,1,null,null
4498,Justice League of America,112,1960,Flash,Barry Allen,DC,1,Barry,Allen
4499,Justice League of America,112,1960,Green Arrow,,DC,1,null,null
4500,Justice League of America,112,1960,Green Arrow,,DC,1,null,null
4501,Justice League of America,112,1960,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
4502,Justice League of America,112,1960,Martian Manhunter,,DC,1,null,null
4503,Justice League of America,112,1960,Red Tornado,Android,DC,1,,Android
4504,Justice League of America,112,1960,Speedy,Pre Crisis,DC,1,Pre,Crisis
4505,Justice League of America,112,1960,Superman,,DC,1,null,null
4506,Justice League of America,112,1960,Wonder Woman,,DC,1,null,null
4507,Justice League of America,112,1960,Amazo,,DC,1,null,null
4508,Justice League of America,112,1960,Aquaman,,DC,1,null,null
4509,Justice League of America,112,1960,Atom,Ray Palmer,DC,1,Ray,Palmer
4510,Justice League of America,112,1960,Flash,Barry Allen,DC,1,Barry,Allen
4511,Justice League of America,112,1960,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
4512,Justice League of America,112,1960,Hawkman,Katar Hol,DC,1,Katar,Hol
4513,Justice League of America,112,1960,Professor Anthony Ivo,,DC,1,null,null
4514,Justice League of America,112,1960,Martian Manhunter,,DC,1,null,null
4515,Justice League of America,112,1960,Wonder Woman,,DC,1,null,null
4516,The Flash,None,1987,Flash,Wally West,DC,1,Wally,West
4517,The Flash,None,1987,Linda Jasmine Park-West,,DC,1,null,null
4518,Justice League,29,2011,Atom,,DC,1,null,null
4519,Justice League,29,2011,Cyborg,,DC,1,null,null
4520,Justice League,29,2011,Hector Hammond,,DC,1,null,null
4521,Justice League,29,2011,Killer Frost,,DC,1,null,null
4522,Justice League,29,2011,Steve Howard Trevor,,DC,1,null,null
4523,Justice League,29,2011,Ultraman,,DC,1,null,null
4524,Green Lantern: Sector 2814,None,2012,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
4525,Green Lantern: Sector 2814,None,2012,Carol Ferris,,DC,1,null,null
4526,Green Lantern: Sector 2814,None,2012,Green Arrow,,DC,1,null,null
4527,Green Lantern: Sector 2814,None,2012,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
4528,Green Lantern: Sector 2814,None,2012,Green Lantern,Guy Gardner,DC,1,Guy,Gardner
4529,Green Lantern: Sector 2814,None,2012,Green Lantern,John Stewart,DC,1,John,Stewart
4530,Green Lantern: Sector 2814,None,2012,Tom 'Pieface' Kalmaku,,DC,1,null,null
4531,Green Lantern: Sector 2814,None,2012,Katma-Tui,,DC,1,null,null
4532,Flash Comics,12,1940,Flash,Jay Garrick,DC,1,Jay,Garrick
4533,Flash Comics,12,1940,Johnny Thunder,JSA,DC,1,,JSA
4534,Flash Comics,12,1940,Hawkman,,DC,1,null,null
4535,The Flash,69,1987,Sue Dearbon Dibny,,DC,1,null,null
4536,The Flash,69,1987,Elongated Man,,DC,1,null,null
4537,The Flash,69,1987,Flash,Wally West,DC,1,Wally,West
4538,The Flash,69,1987,Gorilla Grodd,,DC,1,null,null
4539,The Flash,69,1987,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
4540,The Flash,69,1987,Hector Hammond,,DC,1,null,null
4541,The Flash,69,1987,Linda Jasmine Park-West,,DC,1,null,null
4542,The Flash,69,1987,Power Girl,,DC,1,null,null
4543,Harley Quinn,7,2016,Harley Quinn,,DC,1,null,null
4544,Harley Quinn,7,2016,Penguin,,DC,1,null,null
4545,Green Lantern: The Greatest Stories Ever Told,None,2006,Black Hand,,DC,1,null,null
4546,Green Lantern: The Greatest Stories Ever Told,None,2006,Flash,Barry Allen,DC,1,Barry,Allen
4547,Green Lantern: The Greatest Stories Ever Told,None,2006,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
4548,Green Lantern: The Greatest Stories Ever Told,None,2006,Green Lantern,Guy Gardner,DC,1,Guy,Gardner
4549,Green Lantern: The Greatest Stories Ever Told,None,2006,Green Lantern,John Stewart,DC,1,John,Stewart
4550,Green Lantern: The Greatest Stories Ever Told,None,2006,Tom 'Pieface' Kalmaku,,DC,1,null,null
4551,Green Lantern: The Greatest Stories Ever Told,None,2006,Kid Flash,Wally West,DC,1,Wally,West
4552,Green Lantern: The Greatest Stories Ever Told,None,2006,Mirror Master,Sam Scudder,DC,1,Sam,Scudder
4553,Green Lantern: The Greatest Stories Ever Told,None,2006,Sinestro,,DC,1,null,null
4554,Green Lantern: The Greatest Stories Ever Told,None,2006,Iris Ann Russell West-Allen,,DC,1,null,null
4555,Injustice: Ground Zero,2,2016,Harley Quinn,,DC,1,null,null
4556,Green Lantern Corps,6,2006,Green Lantern,Guy Gardner,DC,1,Guy,Gardner
4557,Green Lantern Corps,6,2006,Iolande,,DC,1,null,null
4558,Green Lantern Corps,6,2006,Kilowog,,DC,1,null,null
4559,Green Lantern Corps,6,2006,Isamot Kol,,DC,1,null,null
4560,Green Lantern Corps,6,2006,Soranik Natu,,DC,1,null,null
4561,Green Lantern Corps,6,2006,Salaak,,DC,1,null,null
4562,Green Lantern Corps,6,2006,Vath Sarn,,DC,1,null,null
4563,Justice League,19,2011,Batman,Wayne,DC,1,,Wayne
4564,Green Lantern Corps: Recharge,None,2005,B'dg,,DC,1,null,null
4565,Green Lantern Corps: Recharge,None,2005,Batman,,DC,1,null,null
4566,Green Lantern Corps: Recharge,None,2005,Brik,,DC,1,null,null
4567,Green Lantern Corps: Recharge,None,2005,Fatality,,DC,1,null,null
4568,Green Lantern Corps: Recharge,None,2005,Ganthet,,DC,1,null,null
4569,Green Lantern Corps: Recharge,None,2005,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
4570,Green Lantern Corps: Recharge,None,2005,Green Lantern,Guy Gardner,DC,1,Guy,Gardner
4571,Green Lantern Corps: Recharge,None,2005,Green Lantern,John Stewart,DC,1,John,Stewart
4572,Green Lantern Corps: Recharge,None,2005,Green Lantern,Kyle Rayner,DC,1,Kyle,Rayner
4573,Green Lantern Corps: Recharge,None,2005,Green Man,,DC,1,null,null
4574,Green Lantern Corps: Recharge,None,2005,Kilowog,,DC,1,null,null
4575,Green Lantern Corps: Recharge,None,2005,Isamot Kol,,DC,1,null,null
4576,Green Lantern Corps: Recharge,None,2005,Martian Manhunter,,DC,1,null,null
4577,Green Lantern Corps: Recharge,None,2005,Mogo,,DC,1,null,null
4578,Green Lantern Corps: Recharge,None,2005,Soranik Natu,,DC,1,null,null
4579,Green Lantern Corps: Recharge,None,2005,Salaak,,DC,1,null,null
4580,Green Lantern Corps: Recharge,None,2005,Vath Sarn,,DC,1,null,null
4581,Green Lantern Corps: Recharge,None,2005,Stel,,DC,1,null,null
4582,Green Lantern Corps: Recharge,None,2005,Superman,Clark Kent,DC,1,Clark,Kent
4583,Green Lantern Corps: Recharge,None,2005,Voz,,DC,1,null,null
4584,Green Lantern Corps: Recharge,None,2005,Wonder Woman,Diana,DC,1,,Diana
4585,The Flash,4,2011,Dr. Darwin Elias,,DC,1,null,null
4586,The Flash,4,2011,Flash,,DC,1,null,null
4587,The Flash,4,2011,Patty Spivot,,DC,1,null,null
4588,The Flash,4,2011,Iris West,,DC,1,null,null
4589,Red Hood & the Outlaws,1,2016,Artemis,Amazons,DC,1,,Amazons
4590,Red Hood & the Outlaws,1,2016,Batman,Wayne,DC,1,,Wayne
4591,Aquaman,62,1962,Aqualad,Garth,DC,1,,Garth
4592,Aquaman,62,1962,Aquaman,,DC,1,null,null
4593,Aquaman,62,1962,Mera,,DC,1,null,null
4594,Aquaman,62,1962,Ocean Master,,DC,1,null,null
4595,Aquaman,62,1962,Nuidis Vulko,,DC,1,null,null
4596,Justice League of America,119,1960,Aquaman,,DC,1,null,null
4597,Justice League of America,119,1960,Atom,Ray Palmer,DC,1,Ray,Palmer
4598,Justice League of America,119,1960,Batman,,DC,1,null,null
4599,Justice League of America,119,1960,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
4600,Justice League of America,119,1960,Elongated Man,,DC,1,null,null
4601,Justice League of America,119,1960,Flash,Barry Allen,DC,1,Barry,Allen
4602,Justice League of America,119,1960,Green Arrow,,DC,1,null,null
4603,Justice League of America,119,1960,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
4604,Justice League of America,119,1960,Hawkgirl,,DC,1,null,null
4605,Justice League of America,119,1960,Hawkman,Katar Hol,DC,1,Katar,Hol
4606,Justice League of America,119,1960,Red Tornado,Android,DC,1,,Android
4607,Justice League of America,119,1960,Superman,,DC,1,null,null
4608,Green Lantern: Mosaic,1,1992,Green Lantern,John Stewart,DC,1,John,Stewart
4609,Wonder Woman,277,1942,Steve Trevor,,DC,1,null,null
4610,Wonder Woman,277,1942,Wonder Woman,,DC,1,null,null
4611,Wonder Woman,277,1942,Batman,,DC,1,null,null
4612,Wonder Woman,277,1942,Huntress,H. Wayne,DC,1,H.,Wayne
4613,Justice League of America,47,2006,Batman,Dick Grayson,DC,1,Dick,Grayson
4614,Justice League of America,47,2006,Booster Gold,,DC,1,null,null
4615,Justice League of America,47,2006,Captain Atom,,DC,1,null,null
4616,Justice League of America,47,2006,Congorilla,,DC,1,null,null
4617,Justice League of America,47,2006,Doctor Fate,Kent V. Nelson,DC,1,Kent V.,Nelson
4618,Justice League of America,47,2006,Doctor Mid-Nite,Pieter Anton Cross,DC,1,Pieter Anton,Cross
4619,Justice League of America,47,2006,Fire,,DC,1,null,null
4620,Justice League of America,47,2006,Flash,Jay Garrick,DC,1,Jay,Garrick
4621,Justice League of America,47,2006,Hourman,Rick Tyler,DC,1,Rick,Tyler
4622,Justice League of America,47,2006,Ice,,DC,1,null,null
4623,Justice League of America,47,2006,Jade,Jennie-Lynn Hayden,DC,1,Jennie-Lynn,Hayden
4624,Justice League of America,47,2006,Jesse Quick,,DC,1,null,null
4625,Justice League of America,47,2006,Mr. Terrific,Michael Holt,DC,1,Michael,Holt
4626,Justice League of America,47,2006,Obsidian,,DC,1,null,null
4627,Justice League of America,47,2006,Stargirl,Courtney Whitmore,DC,1,Courtney,Whitmore
4628,Justice League of America,47,2006,Starman,Mikaal Tomas,DC,1,Mikaal,Tomas
4629,Justice League of America,47,2006,Supergirl,Kara Zor-El,DC,1,Kara,Zor-El
4630,Justice League of America,47,2006,Donna Troy,,DC,1,null,null
4631,Justice League of America,47,2006,Wildcat,Ted Grant,DC,1,Ted,Grant
4632,Justice League of America,47,2006,Wildcat,Tom Bronson,DC,1,Tom,Bronson
4633,Justice League of America,47,2006,Cyborg,,DC,1,null,null
4634,Justice League of America,47,2006,Doctor Light,Kimiyo Hoshi,DC,1,Kimiyo,Hoshi
4635,Justice League of America,47,2006,Ice,,DC,1,null,null
4636,Justice League of America,47,2006,Jade,Jennie-Lynn Hayden,DC,1,Jennie-Lynn,Hayden
4637,Justice League of America,47,2006,Red Tornado,Android,DC,1,,Android
4638,Justice League of America,47,2006,Stargirl,Courtney Whitmore,DC,1,Courtney,Whitmore
4639,The Flash,201,1987,Batman,,DC,1,null,null
4640,The Flash,201,1987,Captain Cold,,DC,1,null,null
4641,The Flash,201,1987,Fred Chyre,,DC,1,null,null
4642,The Flash,201,1987,Flash,Wally West,DC,1,Wally,West
4643,The Flash,201,1987,Jared Morillo,,DC,1,null,null
4644,The Flash,201,1987,Linda Jasmine Park-West,,DC,1,null,null
4645,The Flash,201,1987,Trickster,Axel Walker,DC,1,Axel,Walker
4646,The Flash,201,1987,Wheeler,,DC,1,null,null
4647,The Flash,201,1987,Reece Wheeler,,DC,1,null,null
4648,Wonder Woman,9,2006,Pallas Athena,,DC,1,null,null
4649,Wonder Woman,9,2006,Batman,,DC,1,null,null
4650,Wonder Woman,9,2006,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
4651,Wonder Woman,9,2006,Circe,Wonder Woman Villain,DC,1,Wonder Woman,Villain
4652,Wonder Woman,9,2006,Hippolyta,,DC,1,null,null
4653,Wonder Woman,9,2006,Superman,Clark Kent,DC,1,Clark,Kent
4654,Wonder Woman,9,2006,Wonder Woman,Diana,DC,1,,Diana
4655,Green Lantern Corps,58,2006,Apros,,DC,1,null,null
4656,Green Lantern Corps,58,2006,Boodikka,,DC,1,null,null
4657,Green Lantern Corps,58,2006,Brik,,DC,1,null,null
4658,Green Lantern Corps,58,2006,Ganthet,,DC,1,null,null
4659,Green Lantern Corps,58,2006,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
4660,Green Lantern Corps,58,2006,Green Lantern,Guy Gardner,DC,1,Guy,Gardner
4661,Green Lantern Corps,58,2006,Green Lantern,John Stewart,DC,1,John,Stewart
4662,Green Lantern Corps,58,2006,Green Lantern,Kyle Rayner,DC,1,Kyle,Rayner
4663,Green Lantern Corps,58,2006,Green Man,,DC,1,null,null
4664,Green Lantern Corps,58,2006,Hannu,,DC,1,null,null
4665,Green Lantern Corps,58,2006,Jade,Jennie-Lynn Hayden,DC,1,Jennie-Lynn,Hayden
4666,Green Lantern Corps,58,2006,Katma-Tui,,DC,1,null,null
4667,Green Lantern Corps,58,2006,Kilowog,,DC,1,null,null
4668,Green Lantern Corps,58,2006,Martian Manhunter,,DC,1,null,null
4669,Green Lantern Corps,58,2006,Medphyll,,DC,1,null,null
4670,Green Lantern Corps,58,2006,Morro,,DC,1,null,null
4671,Green Lantern Corps,58,2006,Soranik Natu,,DC,1,null,null
4672,Green Lantern Corps,58,2006,Parallax,Hal Jordan,DC,1,Hal,Jordan
4673,Green Lantern Corps,58,2006,Parallax,Entity,DC,1,,Entity
4674,Green Lantern Corps,58,2006,Salaak,,DC,1,null,null
4675,Green Lantern Corps,58,2006,Tomar-Tu,,DC,1,null,null
4676,Green Lantern Corps,58,2006,Graf Toren,,DC,1,null,null
4677,Green Lantern Corps,58,2006,Donna Troy,,DC,1,null,null
4678,Justice League of America,251,1960,Batman,,DC,1,null,null
4679,Justice League of America,251,1960,Despero,,DC,1,null,null
4680,Justice League of America,251,1960,Gypsy,,DC,1,null,null
4681,Justice League of America,251,1960,Martian Manhunter,,DC,1,null,null
4682,Justice League of America,251,1960,Steel,Hank Heywood III,DC,1,Hank Heywood,III
4683,Justice League of America,251,1960,Vibe,,DC,1,null,null
4684,Justice League of America,251,1960,Vixen,,DC,1,null,null
4685,Justice League of America,251,1960,Zatanna,,DC,1,null,null
4686,Wonder Woman,242,1942,Doctor Fate,Kent Nelson & Nabu,DC,1,Kent Nelson &,Nabu
4687,Wonder Woman,242,1942,Hippolyta,,DC,1,null,null
4688,Wonder Woman,242,1942,Spectre,Jim Corrigan,DC,1,Jim,Corrigan
4689,Wonder Woman,242,1942,Steve Trevor,,DC,1,null,null
4690,Wonder Woman,242,1942,Wonder Woman,,DC,1,null,null
4691,Green Lantern,29,1941,Green Lantern,Alan Scott,DC,1,Alan,Scott
4692,Green Lantern,29,1941,Green Lantern,Alan Scott,DC,1,Alan,Scott
4693,Green Lantern,29,1941,Green Lantern,Alan Scott,DC,1,Alan,Scott
4694,Aquaman,4,2003,Aquaman,,DC,1,null,null
4695,Aquaman,4,2003,Dolphin,,DC,1,null,null
4696,Aquaman,4,2003,Mera,,DC,1,null,null
4697,Aquaman,4,2003,Tempest,Garth,DC,1,,Garth
4698,Birds of Prey,1,1999,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
4699,Birds of Prey,1,1999,Oracle,Barbara Gordon,DC,1,Barbara,Gordon
4700,Wonder Woman,29,1942,Wonder Woman,,DC,1,null,null
4701,Suicide Squad,1,2016,Captain Boomerang,,DC,1,null,null
4702,Suicide Squad,1,2016,Deadshot,,DC,1,null,null
4703,Suicide Squad,1,2016,Enchantress,,DC,1,null,null
4704,Suicide Squad,1,2016,Harley Quinn,,DC,1,null,null
4705,Suicide Squad,1,2016,Katana,,DC,1,null,null
4706,Suicide Squad,1,2016,Killer Croc,,DC,1,null,null
4707,Suicide Squad,1,2016,Amanda Waller,,DC,1,null,null
4708,Suicide Squad,1,2016,Batman,Wayne,DC,1,,Wayne
4709,Suicide Squad,1,2016,Deadshot,,DC,1,null,null
4710,Suicide Squad,1,2016,Amanda Waller,,DC,1,null,null
4711,Justice League Elite,5,2004,Black Canary,Dinah Laurel Lance,DC,1,Dinah Laurel,Lance
4712,Justice League Elite,5,2004,Flash,Wally West,DC,1,Wally,West
4713,Justice League Elite,5,2004,Green Arrow,Oliver Queen,DC,1,Oliver,Queen
4714,Justice League Elite,5,2004,Green Lantern,Alan Scott,DC,1,Alan,Scott
4715,Justice League Elite,5,2004,Hawkgirl,Kendra Saunders,DC,1,Kendra,Saunders
4716,Justice League Elite,5,2004,Mr. Terrific,Michael Holt,DC,1,Michael,Holt
4717,Justice League Elite,5,2004,Power Girl,,DC,1,null,null
4718,Green Lantern,54,2005,Aquaman,,DC,1,null,null
4719,Green Lantern,54,2005,Atrocitus,,DC,1,null,null
4720,Green Lantern,54,2005,Captain Boomerang,George Harkness,DC,1,George,Harkness
4721,Green Lantern,54,2005,Deadman,,DC,1,null,null
4722,Green Lantern,54,2005,Firestorm,Raymond/Rusch,DC,1,,Raymond/Rusch
4723,Green Lantern,54,2005,Green Lantern,Hal Jordan,DC,1,Hal,Jordan
4724,Green Lantern,54,2005,Hawkgirl,,DC,1,null,null
4725,Green Lantern,54,2005,Hawkman of New Earth,,DC,1,null,null
4726,Green Lantern,54,2005,Jade,Jennie-Lynn Hayden,DC,1,Jennie-Lynn,Hayden
4727,Green Lantern,54,2005,"Maxwell 'Max' Lord, IV",,DC,1,null,null
4728,Green Lantern,54,2005,Martian Manhunter,,DC,1,null,null
4729,Green Lantern,54,2005,Parallax,Entity,DC,1,,Entity
4730,Green Lantern,54,2005,Professor Zoom,,DC,1,null,null
4731,Green Lantern,54,2005,Sinestro,,DC,1,null,null
4732,Justice League United,12,2014,Animal Man,,DC,1,null,null
4733,Justice League United,12,2014,Batgirl,,DC,1,null,null
4734,Justice League United,12,2014,Etrigan the Demon,,DC,1,null,null
4735,Justice League United,12,2014,Mera,,DC,1,null,null
4736,Justice League United,12,2014,Poison Ivy,,DC,1,null,null
4737,Justice League United,12,2014,Stargirl,,DC,1,null,null
4738,Justice League United,12,2014,Swamp Thing,,DC,1,null,null
4739,Wonder Woman,220,1942,Atom,Ray Palmer,DC,1,Ray,Palmer
4740,Wonder Woman,220,1942,Elongated Man,,DC,1,null,null
4741,Wonder Woman,220,1942,Flash,Barry Allen,DC,1,Barry,Allen
4742,Wonder Woman,220,1942,Green Arrow,,DC,1,null,null
4743,Wonder Woman,220,1942,Hawkman,Katar Hol,DC,1,Katar,Hol
4744,Wonder Woman,220,1942,Red Tornado,Android,DC,1,,Android
4745,Wonder Woman,220,1942,Superman,,DC,1,null,null
